moradia_classe;moradia_zoneamento;rua_tipo;lote_formato;terreno_contorno;utilidades;lote_config;terreno_declive;vizinhanca;condicao_1;condicao_2;geral_qualidade;geral_condicao;telhado_estilo;telhado_material;exterior_cobertura_1;alvenaria_tipo;exterior_qualidade;exterior_condicao;fundacao_tipo;porao_num_banheiros_lavabos;aquecimento_tipo;aquecimento_qualidade_condicao;ar_condicionado_central;sistema_eletrico_tipo;acima_solo_num_cozinhas;cozinha_qualidade;funcional;entrada_veiculo_pavimentada;venda_tipo;lote_area;construcao_ano;remodelacao_ano;alvenaria_area;porao_area_com_acabamento_1;porao_area_com_acabamento_2;porao_area_sem_acabamento;porao_num_banheiros;primeiro_andar_area;segundo_andar_area;acima_solo_num_banheiros;acima_solo_num_lavabos;acima_solo_num_quartos;acima_solo_num_comodos;total_num_lareiras;garagem_capacidade_carros;deck_madeira_area;varanda_aberta_area;varanda_fechada_area;venda_mes;venda_ano;venda_valor
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;acima da média;muito boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;N;WD;8398;1910;1990;0;259;0;667;0;991;659;2;0;3;6;0;2;128;103;0;11;2007;144100
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;acima da média;abaixo da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;Outros;média;Y;disjuntores padrão e Romex;1;Outros;funcionalidade típica;N;WD;9900;1880;1950;0;0;0;1008;0;1178;1032;2;0;5;8;0;1;0;48;0;5;2007;117500
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;média;boa;Outros;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;boa;tijolo e telha;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;3600;1930;2005;0;316;0;371;0;687;671;1;1;3;6;1;1;0;32;0;7;2007;124500
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Old Town;normal;normal;boa;muito boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;concreto derrramado;0;forno de ar quente a gás;média;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;N;WD;13500;1879;1987;0;0;0;819;0;1312;1142;2;0;3;8;1;2;0;148;150;2;2007;185000
Outros;Outros;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Old Town;normal;normal;acima da média;acima da média;quadril;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;tijolo e telha;1;Outros;excelente;N;disjuntores padrão e Romex;2;média;funcionalidade típica;Y;WD;7200;1910;1998;0;1046;0;168;0;1260;1031;2;0;4;9;1;2;0;0;0;11;2007;133900
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Old Town;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;boa;tijolo e telha;0;forno de ar quente a gás;boa;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;boa;funcionalidade típica;Y;WD;5400;1926;2004;0;370;0;779;0;1149;467;2;0;3;5;0;1;0;0;183;10;2007;152000
030;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;Outros;Y;Outros;8100;1948;1973;0;338;0;1221;1;1559;0;1;0;2;5;0;2;0;116;230;6;2007;153500
070;Residencial média densidade;pavimentada;regular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;boa;muito boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;tijolo e telha;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;parcialmente pavimentada;WD;10800;1890;1998;0;0;0;718;0;1576;978;1;1;3;8;0;2;0;48;143;7;2007;159500
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;média;média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;9439;1930;1950;0;324;0;588;0;912;336;1;0;2;6;0;1;0;0;192;3;2007;87000
020;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;abaixo da média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8626;1956;1956;1;0;0;0;0;968;0;1;0;2;5;0;1;0;0;0;5;2007;104500
dividida ou multinível;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;abaixo da média;boa;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;média;Outros;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;Outros;Y;WD;11800;1949;2002;0;0;0;0;0;1382;0;2;0;1;6;1;1;0;40;0;5;2007;110000
Outros;Residencial baixa densidade;pavimentada;regular;bancada;todas as utilidades p\u00fablicas;lote interno;declive moderado;Brookside;normal;normal;média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;boa;concreto derrramado;0;forno de ar quente a gás;média;N;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;Outros;Y;WD;6854;1925;1994;0;317;227;212;1;916;144;1;0;1;6;1;1;0;65;0;8;2007;136500
050;Residencial média densidade;pavimentada;regular;encosta;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;Outros;Outros;média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;8674;1950;1950;0;910;0;0;1;910;525;1;0;3;6;0;1;0;33;0;3;2007;128250
030;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;média;média;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;Outros;tijolo e telha;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;Outros;Y;WD;8731;1920;1950;0;645;0;270;0;1167;0;1;0;3;6;1;2;0;0;216;5;2007;144000
050;Residencial baixa densidade;pavimentada;levemente irregular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;boa;duas águas;telha padrão (composto);face de tijolo;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;8737;1923;1950;0;300;0;765;0;915;720;1;1;3;6;1;2;0;38;0;5;2007;210000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;6125;1939;1998;0;306;0;422;0;728;546;2;0;3;6;0;1;0;0;192;3;2007;135000
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6000;1939;1950;0;276;0;324;0;608;624;1;1;3;6;2;1;0;0;0;2;2007;128000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;tijolo e telha;1;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6000;1941;1950;0;375;0;360;0;869;349;1;0;3;6;1;2;0;0;0;3;2007;131000
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;média;boa;duas águas;telha padrão (composto);Outros;nenhum;boa;média;tijolo e telha;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6120;1939;1950;0;0;0;884;0;884;0;1;0;2;5;0;1;0;0;136;7;2007;113000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6240;1938;1950;0;52;0;809;1;861;548;1;1;3;6;1;2;225;0;84;3;2007;126000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;média;muito boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;tijolo e telha;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6240;1939;1952;0;48;0;624;1;899;423;1;0;4;7;0;1;0;0;0;7;2007;132000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;média;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6240;1930;1992;0;0;0;966;0;1014;412;1;0;3;6;1;1;174;0;96;7;2007;131750
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;boa;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;boa;funcionalidade típica;Y;WD;6120;1926;1950;0;351;0;405;1;903;378;1;0;2;6;0;2;25;0;0;8;2007;132500
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;média;muito boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;N;WD;6120;1920;2004;0;0;0;939;0;939;574;1;1;4;8;0;1;24;0;150;5;2007;137500
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Brookside;normal;normal;boa;muito boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;6120;1929;2001;0;0;0;832;0;854;0;1;0;2;5;0;2;48;112;0;7;2007;132000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;6240;1931;1950;0;425;0;459;0;959;408;1;0;3;6;1;1;0;0;0;11;2007;127500
030;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Brookside;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;6180;1926;1950;0;0;0;960;0;986;0;1;0;2;5;1;1;0;128;0;5;2007;102000
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;acima da média;muito boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;7755;1918;1995;0;0;0;1100;0;1100;1164;2;1;4;8;0;1;0;152;0;5;2007;2e+05
070;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;acima da média;Outros;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;N;WD;13515;1919;1950;0;0;0;764;0;1060;764;1;0;3;8;1;2;0;0;126;7;2007;180500
050;Residencial baixa densidade;pavimentada;regular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;concreto derrramado;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;parcialmente pavimentada;WD;8850;1920;1950;0;0;0;768;0;752;624;1;0;3;7;0;2;0;54;144;2;2007;165000
050;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;Outros;normal;média;média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;8550;1926;1950;0;0;0;750;0;960;356;1;0;4;7;0;2;0;0;0;10;2007;90000
070;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Brookside;Outros;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;8730;1915;2003;0;0;0;698;0;698;698;1;0;3;7;0;1;0;0;0;7;2007;153575
070;Residencial média densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Old Town;adjacente a rua alimentadora;normal;boa;acima da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;boa;N;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;boa;funcionalidade típica;Y;WD;5700;1929;1990;0;336;0;336;1;672;672;1;1;3;6;1;2;0;0;70;9;2007;140000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;adjacente a rua arterial;normal;acima da média;boa;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;boa;tijolo e telha;0;Outros;média;N;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;Outros;8520;1916;1950;0;168;546;0;0;1664;862;2;0;5;10;1;1;88;15;0;8;2007;136000
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;média;abaixo da média;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;N;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;5680;1901;1950;0;0;0;592;0;933;240;2;0;3;7;0;1;0;25;77;9;2007;113000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;normal;normal;média;Outros;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;N;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;N;WD;5680;1901;1950;0;0;0;969;0;969;245;1;0;2;6;0;1;0;0;77;9;2007;117000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Iowa DOT and Rail Road;normal;normal;boa;abaixo da média;duas águas;telha padrão (composto);Outros;face de tijolo;m\u00e9dia;Outros;concreto derrramado;0;forno de ar quente a gás;excelente;Y;Outros;1;média;funcionalidade típica;Y;WD;7758;1931;1950;600;224;0;816;0;1226;592;1;1;4;7;2;1;0;0;0;6;2007;169500
Outros;Residencial média densidade;pavimentada;regular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Iowa DOT and Rail Road;normal;normal;boa;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;excelente;Y;Outros;1;boa;funcionalidade típica;N;WD;7449;1930;1950;0;0;0;637;0;1108;0;1;0;3;6;1;1;0;0;205;6;2007;139400
dividida ou multinível;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Iowa DOT and Rail Road;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;regular;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;13200;1963;1963;234;375;0;366;0;1497;797;3;0;5;9;1;2;0;110;0;4;2007;202500
070;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Iowa DOT and Rail Road;normal;normal;acima da média;boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;média;concreto derrramado;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;6882;1914;2006;0;0;0;684;0;773;582;1;1;3;7;0;0;136;0;115;3;2007;127000
050;Residencial média densidade;pavimentada;regular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Iowa DOT and Rail Road;normal;normal;acima da média;acima da média;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;concreto derrramado;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;parcialmente pavimentada;WD;9000;1937;1950;0;0;0;780;0;780;595;1;1;3;6;1;1;0;162;0;12;2007;141000
060;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Iowa DOT and Rail Road;normal;normal;boa;Outros;duas águas;telha padrão (composto);tapume de vinil;nenhum;m\u00e9dia;Outros;bloco de concreto;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;boa;funcionalidade típica;Y;WD;9780;1950;2005;0;354;398;224;0;976;976;1;1;4;8;2;1;285;0;0;4;2007;212300
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Iowa DOT and Rail Road;normal;normal;acima da média;média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;N;WD;10320;1915;1950;0;375;0;763;0;1138;1042;1;1;3;7;1;2;0;0;170;5;2007;161000
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Iowa DOT and Rail Road;normal;normal;abaixo da média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;Outros;4330;1958;1958;0;681;127;0;1;838;477;2;0;3;5;0;2;0;0;0;2;2007;99500
Outros;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Iowa DOT and Rail Road;normal;normal;média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;1;Outros;funcionalidade típica;N;WD;7200;1920;1996;0;0;0;530;0;581;530;1;0;3;6;0;1;0;0;144;3;2007;101000
030;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Iowa DOT and Rail Road;normal;normal;abaixo da média;boa;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;excelente;Y;caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média);1;média;funcionalidade típica;Y;WD;4800;1916;1990;0;197;0;999;1;1196;0;1;0;2;5;0;2;0;0;0;7;2007;109900
050;Residencial média densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;adjacente a rua alimentadora;normal;média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;12358;1941;1950;0;360;0;360;0;854;0;1;1;2;7;0;2;237;0;0;5;2007;128500
Outros;Residencial média densidade;pavimentada;levemente irregular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;adjacente a rua alimentadora;normal;boa;abaixo da média;quadril;telha padrão (composto);tapume de madeira;nenhum;regular;média;bloco de concreto;0;forno de ar quente a gás;média;N;Outros;2;média;funcionalidade típica;N;WD;10120;1910;1950;0;0;0;925;0;964;925;1;1;4;9;1;1;0;0;264;1;2007;122000
Outros;Residencial média densidade;pavimentada;levemente irregular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Old Town;adjacente a rua alimentadora;normal;média;boa;duas águas;telha padrão (composto);Outros;nenhum;m\u00e9dia;boa;tijolo e telha;0;forno de ar quente a gás;excelente;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;N;WD;4388;1930;1950;0;116;0;556;0;840;0;1;0;3;5;1;0;0;0;0;6;2007;87000
050;Residencial média densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Iowa DOT and Rail Road;adjacente a rua arterial;normal;abaixo da média;Outros;duas águas;telha padrão (composto);tapume de madeira;nenhum;regular;Outros;bloco de concreto;0;forno de ar quente a gás;regular;Y;disjuntores padrão e Romex;1;média;Outros;N;Outros;10320;1910;1950;0;0;0;771;0;866;504;2;0;3;6;0;1;14;211;0;9;2007;50000
070;Residencial baixa densidade;pavimentada;regular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;adjacente a rua alimentadora;normal;boa;muito boa;duas águas;telha padrão (composto);tapume de madeira;nenhum;m\u00e9dia;boa;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;12888;1937;1980;0;288;0;717;1;1262;1005;1;1;3;7;2;2;521;0;0;4;2007;219000
050;Residencial baixa densidade;pavimentada;levemente irregular;bancada;todas as utilidades p\u00fablicas;lote interno;declive leve;Outros;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;excelente;Outros;Y;WD;18030;1946;1994;0;152;469;977;0;1636;971;3;0;3;12;1;0;122;0;0;3;2007;200500
050;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Edwards;normal;normal;média;acima da média;duas águas;telha padrão (composto);tapume de metal;nenhum;m\u00e9dia;média;tijolo e telha;0;forno de ar quente a gás;regular;N;Outros;1;média;funcionalidade típica;parcialmente pavimentada;WD;8160;1940;1950;0;312;0;444;1;756;378;1;1;3;7;0;1;0;0;0;4;2007;126000
Outros;Residencial baixa densidade;pavimentada;levemente irregular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote de esquina;declive leve;Outros;normal;normal;média;acima da média;duas águas;telha padrão (composto);madeirra compensada;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;N;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;4484;1942;1979;0;485;0;187;1;778;504;1;0;2;4;0;1;0;88;0;7;2007;108500
Outros;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;média;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;11235;1963;1963;0;925;0;0;1;999;0;1;0;3;6;0;1;40;176;0;3;2007;130000
Outros;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;normal;normal;média;média;duas águas;telha padrão (composto);placa dura;face de tijolo;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;Outros;Y;WD;11235;1964;1980;30;785;0;635;1;1452;0;1;0;2;6;1;2;92;0;88;11;2007;158450
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;adjacente a rua alimentadora;normal;abaixo da média;Outros;duas águas;telha padrão (composto);placa dura;nenhum;m\u00e9dia;média;bloco de concreto;0;forno de ar quente a gás;média;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;N;WD;14299;1964;1964;0;513;144;348;1;1005;0;1;0;3;5;0;2;0;0;0;7;2007;115400
020;Residencial baixa densidade;pavimentada;regular;aproximadamente plana/nivelada;todas as utilidades p\u00fablicas;lote interno;declive leve;Sawyer;adjacente a rua alimentadora;normal;abaixo da média;média;duas águas;telha padrão (composto);tapume de vinil;Outros;m\u00e9dia;Outros;bloco de concreto;0;forno de ar quente a gás;boa;Y;disjuntores padrão e Romex;1;média;funcionalidade típica;Y;WD;7943;1961;1961;192;903;0;126;1;1029;0;1;0;3;5;0;1;64;0;39;4;2007;118500
